,listing code,brand,model,reference number,dealer product code,movement,case material,bracelet material,year of production,condition,scope of delivery,gender,location,price,url
7,clpfx7,roger dubuis,<blank>,g41 57 9/0 12 53,417935,automatic,steel,rubber,2007,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,japan; tokyo,6677,https://www.chrono24.com/rogerdubuis/aquamare-g41-57-90-12-53--id21168141.htm
8,ceh764,roger dubuis,<blank>,se46 14 7r/9 tx3/k10,240500318245,automatic,titanium,rubber,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,men's watch/unisex,japan; osaka-shi,6595,https://www.chrono24.com/rogerdubuis/-roger-dubis--k10-se46-14-7r9-tx3k10--------id20830866.htm
9,c9iju9,roger dubuis,<blank>,roger dubuis follow me,<blank>,quartz,white gold,leather,2006 (approximation),"very good 
                     (worn with little to no signs of wear)",original box; no original papers,women's watch,hong kong; hong kong,6572,https://www.chrono24.com/rogerdubuis/roger-dubuis-follow-me--id20599338.htm
10,cv4eb9,roger dubuis,golden square,<blank>,hk1155_0000017d-47e1-da88-abff-fffbe2d40000,automatic,rose gold,crocodile skin,2003,<blank>,original papers; no original box,men's watch/unisex,united states of america; new york; new york,6572,https://www.chrono24.com/rogerdubuis/golden-square--a-limited-edition-pink-gold-and-diamond-set-perpetual-calendar-wristwatch-with-moon-phases-and-leap-year-indication-circa-2003----golden-square--2003--id21607427.htm
11,6wgy08,roger dubuis,<blank>,<blank>,13111803,quartz,white gold,crocodile skin,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; no original papers,<blank>,taiwan; taipei,6500,https://www.chrono24.com/rogerdubuis/followme-serial-diamonds-case--id11592648.htm
12,artk95,roger dubuis,<blank>,ga41 14 9 12.53,<blank>,<blank>,steel,rubber,2005,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,united states of america; new york; new york,6495,https://www.chrono24.com/rogerdubuis/roger-dubuis-acqua-mare--id18094185.htm
13,cd9zf4,roger dubuis,<blank>,ga41 14 9/0 3.53,634444,automatic,steel,rubber,unknown,"good 
                     (light signs of wear or scratches)",original papers; no original box,men's watch/unisex,japan; 名古屋市千種区,6475,https://www.chrono24.com/rogerdubuis/roger-dubuis--888--ga41-14-90-353----id20774859.htm
14,cvi845,roger dubuis,<blank>,<blank>,648765,automatic,steel,rubber,unknown,"good 
                     (light signs of wear or scratches)",original box; no original papers,men's watch/unisex,japan; nagoya city,6475,https://www.chrono24.com/rogerdubuis/roger-dubuis--888----id21625348.htm
15,cda867,roger dubuis,<blank>,ks40-821-71-00/03r01/a,622320,automatic,titanium,leather,unknown,"fair 
                     (obvious signs of wear or scratches)",no original box; no original papers,men's watch/unisex,japan; 名古屋市千種区,6475,https://www.chrono24.com/rogerdubuis/roger-dubuis--ks40-821-71-0003r01a----id20775174.htm
16,chcel9,roger dubuis,easy diver,se46 14 9 k9.53r,<blank>,automatic,steel,white gold,2005 (approximation),"fair 
                     (obvious signs of wear or scratches)",no original box; no original papers,men's watch/unisex,canada; north york,6417,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver--id20964621.htm
17,cnwsa9,roger dubuis,<blank>,ms34 21 9 12.53,used4430,automatic,steel,<blank>,unknown,"fair 
                     (obvious signs of wear or scratches)",no original box; no original papers,men's watch/unisex,japan; tokyo,6341,https://www.chrono24.com/rogerdubuis/roger-dubuisms34-21-9-1253888--id21270970.htm
18,cjfun9,roger dubuis,golden square,g43,50049089,automatic,white gold,<blank>,unknown,"fair 
                     (obvious signs of wear or scratches)",original box; no original papers,men's watch/unisex,japan; osaka,6341,https://www.chrono24.com/rogerdubuis/golden-square-wg-limited-to-28pcs--id21062399.htm
19,8dq0s6,roger dubuis,<blank>,roger dubuis; horloger genevois,w7456,manual winding,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,women's watch,hong kong; central,6309,https://www.chrono24.com/rogerdubuis/horloger-genevois--id14077180.htm
20,a757c4,roger dubuis,<blank>,ms34 21 9 9.53,020802-1,automatic,steel,rubber,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,japan; 大阪市淀川区,6298,https://www.chrono24.com/rogerdubuis/--ms34-21-9-953---888--id17129496.htm
21,crc1l9,roger dubuis,<blank>,g34,240500325630,manual winding,rose gold,crocodile skin,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,men's watch/unisex,japan; osaka-shi,6295,https://www.chrono24.com/rogerdubuis/-roger-dubis--love-g34-k18pg----28------id21430713.htm
22,ct7uk7,roger dubuis,<blank>,ms34 219/03.53,w207177,automatic,steel,<blank>,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,6206,https://www.chrono24.com/rogerdubuis/-roger-dubuis--888-ms34-2190353------id21518588.htm
23,cefzw9,roger dubuis,<blank>,se46 14 7,used4379,automatic,titanium,<blank>,unknown,"fair 
                     (obvious signs of wear or scratches)",original box; no original papers,men's watch/unisex,japan; tokyo,6159,https://www.chrono24.com/rogerdubuis/roger-dubuisse46-14-7k10888--id20829308.htm
24,cr1uh2,roger dubuis,<blank>,se46.147.r/9 tx3/k10,w211500,automatic,steel,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; no original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,6116,https://www.chrono24.com/rogerdubuis/-roger-dubuis--se46147r9-tx3k10------id21417497.htm
25,c4fcp5,roger dubuis,<blank>,t22 86  5 23rd/sm,tpgrd0721c3451,quartz,rose gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,women's watch,uae; dubai,6110,https://www.chrono24.com/rogerdubuis/roger-dubuis-too-much-white--diamond-dial-36-x-26-mm-rose-gold--id20361913.htm
26,bep112,roger dubuis,<blank>,ms34 21 9 k9.53rc,022172-1,automatic,steel,rubber,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,japan; 大阪市淀川区,6096,https://www.chrono24.com/rogerdubuis/---ms34-21-9-k953rc--888--id19161397.htm
27,bcmpx5,roger dubuis,<blank>,t22180-fdnd6.33,021796-1,manual winding,white gold,leather,unknown,"good 
                     (light signs of wear or scratches)",original box; no original papers,<blank>,japan; 大阪市淀川区,5996,https://www.chrono24.com/rogerdubuis/28-wg-roger-dubuis---t22180-fdnd633----id19065093.htm
28,cv1z87,roger dubuis,<blank>,ga38.14.9.3.53,240500329877,automatic,<blank>,rubber,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,men's watch/unisex,japan; osaka-shi,5996,https://www.chrono24.com/rogerdubuis/-roger-dubis--ga38149353-------id21604292.htm
29,ay3ut3,roger dubuis,<blank>,<blank>,18030519,manual winding,white gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,<blank>,taiwan; taipei,5935,https://www.chrono24.com/rogerdubuis/love-serial-original-diamond-setting--id18387461.htm
0,bfk669,roger dubuis,easy diver,rddbse0257,<blank>,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,russia; москва,<blank>,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver--id19201758.htm
1,cdcf20,roger dubuis,easy diver,rddbse0252,573814,automatic,steel,rubber,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,women's watch,japan; 名古屋市千種区,<blank>,https://www.chrono24.com/rogerdubuis/roger-dubuis----rddbse0252-at--21105ev15--id20778014.htm
2,c09am7,roger dubuis,<blank>,ms34 21 9/0 k9 53rc,w-14443,automatic,gold/steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,russia; moscow,<blank>,https://www.chrono24.com/rogerdubuis/-roger-dubuis-sea-more-sport-limited-edition-280-ms34-21-90-k9-53rc--id20167438.htm
3,c1ca07,roger dubuis,excalibur,<blank>,18030518,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,<blank>,taiwan; taipei,<blank>,https://www.chrono24.com/rogerdubuis/excalibur-serial-limited-888-pieces--id20217960.htm
4,coy7h0,roger dubuis,<blank>,ga35 21 9 9.53-01,11982,<blank>,steel,steel,2005,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,switzerland; lausanne,<blank>,https://www.chrono24.com/rogerdubuis/acqua-mare-ga35-21-9-953-01--id21319469.htm
5,7p14p4,roger dubuis,sympathie,s27 18 0,33115,manual winding,white gold,leather,2001,"unworn 
                     (mint condition; without signs of wear)",original papers; no original box,women's watch,switzerland; schweiz,<blank>,https://www.chrono24.com/rogerdubuis/sympathie---unworn---sale--id12925177.htm
6,cdcy26,roger dubuis,<blank>,<blank>,601383,automatic,steel,leather,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,women's watch,japan; 名古屋市千種区,<blank>,https://www.chrono24.com/rogerdubuis/roger-dubuis------id20778698.htm
7,bufdt1,roger dubuis,<blank>,<blank>,561,manual winding,rose gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,russia; москва,<blank>,https://www.chrono24.com/rogerdubuis/--roger-dubuis-square-561--id19895393.htm
8,btlbj4,roger dubuis,<blank>,<blank>,324670876495,manual winding,white gold,leather,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,united states of america; new york; new york,<blank>,https://www.chrono24.com/rogerdubuis/ladies-roger-dubuis-horloger-genevois-18k-white-gold-watch--box--id19856431.htm
9,62rwx6,roger dubuis,<blank>,<blank>,<blank>,automatic,gold/steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,russia; москва,<blank>,https://www.chrono24.com/rogerdubuis/acqua-mare--id10207185.htm
10,cx2mt9,roger dubuis,sympathie,sy34 86 9,sy34 86 9,quartz,steel,leather,unknown,<blank>,no original box; no original papers,women's watch,japan; taito-ku;tokyo;,<blank>,https://www.chrono24.com/rogerdubuis/sy34-86-9rady-sympathielimited-edition--id21698453.htm
11,cvsoh9,roger dubuis,<blank>,<blank>,137828,automatic,steel,steel,unknown,<blank>,no original box; no original papers,<blank>,united states of america; new york; new york,<blank>,https://www.chrono24.com/rogerdubuis/-horloger-genevois-steel--id21638897.htm
12,4bmt53,roger dubuis,<blank>,t22180,wrd0025,manual winding,white gold,calf skin,2001,"very good 
                     (worn with little to no signs of wear)",original box; original papers,women's watch,portugal; lisboa,<blank>,https://www.chrono24.com/rogerdubuis/roger-dubuis-lady-too-much--id7261241.htm
13,cqws49,roger dubuis,<blank>,t22 86 0,42015,quartz,white gold,leather,2008 (approximation),"good 
                     (light signs of wear or scratches)",no original box; no original papers,women's watch,japan; tokyo ohtaku,<blank>,https://www.chrono24.com/rogerdubuis/roger-dubuis-lady-too-much-diamond--id21410932.htm
14,cv4a18,roger dubuis,<blank>,<blank>,hk1155_0000017d-47e1-da88-abff-fffba2550000,quartz,white gold,crocodile skin,2000,<blank>,no original box; no original papers,men's watch/unisex,united states of america; new york; new york,<blank>,https://www.chrono24.com/rogerdubuis/a-limited-edition-white-gold-and-diamond-set-wristwatch-with-mother-of-pearl-dial-circa-2000----2000--id21607273.htm
15,cv48g6,roger dubuis,<blank>,<blank>,hk1155_0000017d-47ea-da88-abff-fffbbe8c0000,manual winding,white gold,crocodile skin,1998,<blank>,no original box; no original papers,men's watch/unisex,united states of america; new york; new york,<blank>,https://www.chrono24.com/rogerdubuis/too-much--a-limited-edition-white-gold-wristwatch-circa-1998----too-much--1998--id21607216.htm
16,aze1a5,roger dubuis,<blank>,<blank>,300720005,<blank>,red gold,<blank>,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,<blank>,japan; 名古屋市,<blank>,<blank>
17,6m7830,roger dubuis,easy diver,rddbse0228,<blank>,automatic,rose gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,canada; toronto,<blank>,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-limited-edition--id11113491.htm
18,ciuhp9,roger dubuis,excalibur,rddbex0616,<blank>,automatic,titanium,<blank>,unknown,"unworn 
                     (mint condition; without signs of wear)",no original box; no original papers,men's watch/unisex,uae; dubai,<blank>,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-spider-pirelli-automatic-skeleton--id21034717.htm
19,1knri4,roger dubuis,easy diver,se 48 02 9/0k9.53,280/14,manual winding,steel,rubber,2005,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,italy; riccione,<blank>,https://www.chrono24.com/rogerdubuis/easy-diver-tourbillon-steel-le-280-pcs--id2643534.htm
